T,W,L,V,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
2.2947,1734.88585064406,0.278592495549807,379.999474472251,,,,,
2.1864,1734.03209212811,0.291904536125642,389.840411981594,,,,,
2.4479,1734.73095802104,0.285193676132494,380.044572760926,,,,,
2.38355,1734.63940384548,0.291592015252059,385.689569366568,,,,,
2.29995,1734.71292139544,0.291849233086228,389.666687964765,,,,,
2.28755,1734.9090327922,0.291522828250235,390.02841769813,,,,,
2.0844,1733.58169421818,0.291371057626758,385.903716802189,,,,,
2.3418,1734.77406862708,0.29194528932359,388.036877742322,,,,,
2.3268,1734.75621644077,0.282107400724089,382.650503226537,,,,,
2.2421,1734.60031839889,0.283799920624697,380.121867200477,,,,,
2.7922,1735.00668273391,0.290165621987397,388.272404202285,,,,,
2.0098,1661.14489965718,0.290732766663118,389.684389392007,,,,,
2.0259,1709.41727687197,0.281812208830064,379.934321284677,,,,,
2.52905,1735.20458126458,0.287999320635783,380.064867907418,,,,,
2.666,1734.65073322185,0.27863557995054,380.072319425256,,,,,
2.5395,1735.14760027994,0.287898053344187,380.061470995437,,,,,
2.84695,1735.10288940659,0.291874757631663,388.665390478988,,,,,
2.04205,1731.60021296155,0.29123654931182,389.507761963464,,,,,
2.47535,1734.91700061859,0.292037298179428,389.59019607929,,,,,
2.5241,1735.12467087403,0.290087871558071,388.270649487015,,,,,
2.2587,1734.70741865737,0.291847861206496,389.72651228807,,,,,
2.9973,1734.59722080569,0.283196475695861,383.314456178368,,,,,
2.72345,1734.66438171272,0.291815919957496,387.772278315507,,,,,
2.3804,1734.61080458035,0.291599038043608,390.086962754786,,,,,
2.5632,1734.9384080872,0.27796814932913,380.422077805259,,,,,
2.701,1734.71644651362,0.292118085168955,390.694768958511,,,,,
2.93005,1734.5959463067,0.291682919876622,386.158278822852,,,,,
2.96315,1734.51690025282,0.286230467257616,380.001748053091,,,,,
2.35485,1734.64207751284,0.285997157043096,380.09395614355,,,,,
2.6298,1734.68296869029,0.291878852977042,389.95664760252,,,,,
2.0227,1679.63244292977,0.290788127481978,384.824286107803,,,,,
2.9043,1734.71344131482,0.282100009557652,382.624822468215,,,,,
2.911,1734.62043894582,0.287686031010041,380.102595884168,,,,,
2.1431,1733.76375356824,0.291408558114813,389.853399625602,,,,,
2.8696,1734.9585447634,0.287692863261919,380.039660969713,,,,,
2.1926,1734.1495215892,0.281346795222959,382.22342003438,,,,,
2.7002,1734.69114739274,0.291943037069216,390.372081121242,,,,,
2.0091,1660.69421200494,0.290392418165209,389.088181834584,,,,,
2.75635,1734.87696498779,0.287634267020644,380.167378934926,,,,,
2.9386,1734.65002922356,0.29189550788707,390.465670411367,,,,,
2.6709,1734.56085227329,0.291988967647621,390.186011054865,,,,,
2.1261,1733.51570767413,0.290662553540867,383.335163811868,,,,,
2.813,1735.08073586518,0.290592180374254,388.81777933434,,,,,
2.2491,1734.6782209964,0.291837757859251,387.585860374058,,,,,
2.8284,1735.24161538753,0.287689596222751,380.086830233272,,,,,
2.9723,1734.60939741526,0.288396365027792,380.352229663652,,,,,
2.00495,1664.26999097601,0.282249129970385,379.255323250454,,,,,
2.5516,1734.89526757422,0.283443366070467,380.127670632126,,,,,
2.5242,1735.12467087403,0.290430884157931,388.621257012322,,,,,
2.75245,1734.91623319791,0.29206125268955,390.68988102218,,,,,
2.5464,1735.09319010293,0.292144995433212,390.684351456892,,,,,
2.925,1734.58505611759,0.282436613632285,382.838426265591,,,,,
2.6004,1734.81075368386,0.290983734907409,384.062994283342,,,,,
2.92085,1734.63643291018,0.288282279811834,380.197607441819,,,,,
2.98105,1734.50417612415,0.292008651802233,388.590825152577,,,,,
2.82405,1735.21873359803,0.291798303349361,390.421022684083,,,,,
2.4594,1734.83279868929,0.280244899598214,380.009868473181,,,,,
2.7503,1734.81287942348,0.28679635115274,385.537697561173,,,,,
2.23705,1734.60547727357,0.292029142515303,390.650882538448,,,,,
2.08535,1733.63458093039,0.288289608380313,380.356179790099,,,,,
