T,W,L,V,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
1.2947,3.70325012719291e-11,0.332635738643367,414.730979687559,,,,,
1.1864,2.25369793260565e-11,0.332447905910911,414.572368938676,,,,,
1.4479,6.34553478312721e-11,0.332650993156256,414.684860405626,,,,,
1.38355,5.15215458854944e-11,0.332598574518346,414.715057565025,,,,,
1.29995,3.78239349537903e-11,0.332550682494262,414.606759001328,,,,,
1.28755,3.59676167565565e-11,0.332643209608251,414.680790019963,,,,,
1.0844,1.21297085288157e-11,0.330302176773708,413.318852220026,,,,,
1.3418,4.44244340703207e-11,0.332564950270682,414.640187771387,,,,,
1.3268,4.19992281160656e-11,0.332699999755087,414.720785984336,,,,,
1.2421,2.95542346476766e-11,0.332484855969649,414.599276835751,,,,,
1.7922,985.880244844031,0.224091098249255,341.162825085962,,,,,
1.0098,6.58212151205564e-12,0.320081157895067,406.60625657896,,,,,
1.0259,7.62567138897606e-12,0.323774084078487,409.297724979484,,,,,
1.52905,0.000403989367982996,0.0463313583942574,149.363983470963,,,,,
1.666,269.128176633997,0.130541481149877,260.880171504007,,,,,
1.5395,0.000537236062759149,0.061474281676017,175.809021867724,,,,,
1.84695,1320.59600956751,0.252308973258274,360.386127190597,,,,,
1.04205,8.75889210663464e-12,0.326546023690416,410.821584793211,,,,,
1.47535,6.89104469795029e-11,0.332707688833756,414.755998740457,,,,,
1.5241,0.00031599713982626,0.0450651198160213,145.688316916687,,,,,
1.2587,3.18253748885299e-11,0.332548079316106,414.616712530025,,,,,
1.9973,1651.17651626667,0.283805576727268,383.489678549427,,,,,
1.72345,601.80616440283,0.175329402067194,298.896007827104,,,,,
1.3804,5.09682862096968e-11,0.332571569843195,414.618462748235,,,,,
1.5632,0.000690107085969034,0.0755062699522911,198.432148833307,,,,,
1.701,526.648815810123,0.160689220862969,289.161819735323,,,,,
1.93005,1543.78853045473,0.280475120201772,377.725912091939,,,,,
1.96315,1607.09654166083,0.280212092760559,376.667992443971,,,,,
1.35485,4.65879883916097e-11,0.332669415919766,414.74749124644,,,,,
1.6298,116.900951226477,0.113527188456442,242.213443491868,,,,,
1.0227,7.4113461295764e-12,0.322759827917355,408.480939178588,,,,,
1.9043,1438.53503260686,0.267701097171715,372.348218248062,,,,,
1.911,1450.58551696909,0.271904139058016,370.062050043008,,,,,
1.1431,1.77296358119741e-11,0.331891041422496,414.264585615889,,,,,
1.8696,1370.58065396725,0.257041259847781,359.56702632456,,,,,
1.1926,2.32719500751761e-11,0.332325660351934,414.517881408173,,,,,
1.7002,524.330032341964,0.160693996061048,289.240444609703,,,,,
1.0091,6.53883850955368e-12,0.320055630710772,406.594031389947,,,,,
1.75635,847.513869727925,0.195052079560453,313.940753141355,,,,,
1.9386,1552.01687298873,0.282775110622007,384.048879079277,,,,,
1.6709,275.90620444263,0.139351359611621,268.537654377249,,,,,
1.1261,1.59986407569106e-11,0.331772202903179,414.166652346169,,,,,
1.813,1108.608022959,0.237644378787509,351.522020511077,,,,,
1.2491,3.05019099418897e-11,0.332518479757348,414.594647354376,,,,,
1.8284,1242.07180873744,0.239845895789349,347.391831305926,,,,,
1.9723,1618.25792213042,0.283425245369495,377.322415001833,,,,,
1.00495,6.28496026328111e-12,0.317585853160438,405.523894008051,,,,,
1.5516,0.0006275271238579,0.0701116167605059,189.826186284846,,,,,
1.5242,0.000317856923460043,0.0451980087822294,145.970208450374,,,,,
1.75245,809.349808396424,0.197837247112454,321.128468991123,,,,,
1.5464,0.000593622109241923,0.0701374481851724,190.661149625233,,,,,
1.925,1502.27159285206,0.273495899284758,376.462566744104,,,,,
1.6004,0.000861971270218543,0.0959619289532073,220.479360942371,,,,,
1.92085,1497.24182793193,0.275183428444187,371.901262465309,,,,,
1.98105,1623.72273593885,0.28827036730307,385.01908296687,,,,,
1.82405,1213.7006568353,0.24341139261665,356.386013412202,,,,,
1.4594,6.5714312483186e-11,0.332583203043237,414.631959808695,,,,,
1.7503,798.64681342417,0.195456706644272,318.032801283401,,,,,
1.23705,2.88794878727523e-11,0.332608951235336,414.662050335904,,,,,
1.08535,1.22119395253477e-11,0.330442413135459,413.387520769228,,,,,
1.0127,6.76372019654754e-12,0.320089885408744,406.777343153852,,,,,
1.6772,284.305692412213,0.141587521827901,270.453724712097,,,,,
1.42205,5.85171980221124e-11,0.332574594763138,414.656175136992,,,,,
1.0651,1.05228105693636e-11,0.32909705325825,412.583353463187,,,,,
1.72205,599.235798284543,0.175435650180406,301.986783022215,,,,,
1.7538,824.286411739561,0.197846177483073,319.520512699984,,,,,
1.9691,1611.09421487769,0.287174564240162,387.230016385152,,,,,
1.3459,4.50987920436785e-11,0.332713730043729,414.745749766826,,,,,
1.4227,5.86389597638515e-11,0.332578466822938,414.682436574073,,,,,
1.23125,2.81142019715965e-11,0.33246493818349,414.56001716673,,,,,
1.1965,2.37400685213092e-11,0.332498830907763,414.601604955094,,,,,
1.359,4.72865332519525e-11,0.332587987406122,414.63935795096,,,,,
1.99225,1644.35881154584,0.287509788134862,380.806004964722,,,,,
1.44125,6.21665122089579e-11,0.332576125068914,414.632040908242,,,,,
1.04665,9.09712240634897e-12,0.327479794821307,411.49631191373,,,,,
1.01295,6.77945528018253e-12,0.320097919165718,406.828512068196,,,,,
1.954,1590.44230291838,0.274882964607025,375.963296513687,,,,,
1.7937,991.594722416976,0.224931839243331,342.496435374802,,,,,
1.4545,6.47471081506538e-11,0.332657588881747,414.747173091611,,,,,
1.1259,1.59788296603715e-11,0.331758485559902,414.165015554712,,,,,
1.99265,1649.61305551844,0.28592867004625,378.932610389227,,,,,
1.06865,1.08095862792368e-11,0.329604580455581,412.743249467206,,,,,
1.9939,1650.02381483919,0.28379742643911,378.734549081243,,,,,
1.2024,2.44572337226845e-11,0.332370723747116,414.538509891646,,,,,
1.3175,4.05289739953974e-11,0.3326614935085,414.692385401597,,,,,
1.40215,5.48475278099756e-11,0.332573487883013,414.658968960602,,,,,
1.72975,620.016817278618,0.181229099504524,306.119146549488,,,,,
1.10045,1.35549564460583e-11,0.331014968163864,413.630022692754,,,,,
1.3903,5.27168461201947e-11,0.332572559887182,414.619060435589,,,,,
1.9918,1641.84853038954,0.288833812001585,383.520210079925,,,,,
1.56705,0.000708717716631047,0.0808329302716289,204.828242546344,,,,,
1.1975,2.38608492709958e-11,0.332467561703726,414.570798625048,,,,,
1.49075,7.20655553588405e-11,0.332576909453671,414.624127661841,,,,,
1.82225,1208.3743752172,0.238763378976495,351.478503557353,,,,,
1.1456,1.79917749130804e-11,0.332060519494396,414.358726939519,,,,,
1.80955,1078.18217375572,0.225518342924092,340.848911333385,,,,,
1.1437,1.7792297267745e-11,0.331914416119468,414.295175345595,,,,,
1.4153,5.72595749880416e-11,0.332702572071388,414.754875862139,,,,,
1.05185,9.48798027930894e-12,0.327827650294008,411.626258253252,,,,,
1.1352,1.69142760698484e-11,0.331879738645697,414.2614966171,,,,,
1.4054,5.54389871342317e-11,0.332706416039993,414.754447151982,,,,,
1.4284,5.97123275227904e-11,0.332620550161177,414.664073762842,,,,,
1.47875,6.9601204239083e-11,0.332603766200749,414.651140735885,,,,,
1.6786,294.243093097223,0.146054323061017,274.853154148384,,,,,
1.46745,6.73181552061073e-11,0.332679650951791,414.703780927052,,,,,
1.5922,0.000823800229470055,0.0901834952686696,214.779424420277,,,,,
1.74925,786.703125727511,0.189964314226614,313.811927973066,,,,,
1.48275,7.0418056496185e-11,0.332581190417685,414.686433875007,,,,,
1.7777,943.799543994909,0.207365872085698,324.786365398941,,,,,
1.75265,811.521543176298,0.197829843198406,321.059569972207,,,,,
1.53055,0.000428107995178125,0.0483364639018483,158.535584210568,,,,,
1.65815,258.603824315744,0.131875724512131,261.342195395107,,,,,
1.59295,0.000827258624288076,0.0900886756742215,215.58886864411,,,,,
1.66725,270.459906778512,0.135913634283414,264.835669561156,,,,,
1.7753,935.301415759322,0.210801776188142,326.852012007956,,,,,
1.077,1.1499637596772e-11,0.330151063426042,413.132890179186,,,,,
1.7839,961.883023567531,0.218002215560194,337.000007831081,,,,,
1.13485,1.68785529171862e-11,0.331847744819093,414.251018146863,,,,,
1.1143,1.48492028628423e-11,0.33138118335653,413.973739511646,,,,,
1.2394,2.91925748933686e-11,0.33249350407199,414.575807534571,,,,,
1.8015,1013.28505677669,0.226695747209582,342.424718314001,,,,,
1.94655,1568.85292096556,0.282272283465722,382.734924409599,,,,,
1.6846,357.996201398655,0.144954505431842,271.789727390912,,,,,
1.87565,1383.62899711589,0.264858041999982,371.900130024423,,,,,
1.3404,4.41951543458848e-11,0.332564801207774,414.614151460568,,,,,
1.9514,1588.52691680281,0.281375809515257,375.978553694563,,,,,
1.4355,6.10624834997963e-11,0.332712508904212,414.755036701899,,,,,
1.6952,485.957252818714,0.151532835379499,278.270225728863,,,,,
1.97575,1620.26659373417,0.275787558548629,378.747047257016,,,,,
1.5916,0.000821051165688608,0.0902009049328482,214.133723573522,,,,,
1.764,895.450788248784,0.204554751783994,325.231442498702,,,,,
1.5173,0.000186629198939867,0.108397217891457,143.286592283399,,,,,
1.25815,3.17487590410831e-11,0.332577929980071,414.638225803861,,,,,
1.06665,1.06474101408255e-11,0.329444077627009,412.712086566947,,,,,
1.2858,3.57094199230687e-11,0.33268434559519,414.730949377161,,,,,
1.70845,564.718438792094,0.1634669633386,290.61666495788,,,,,
1.5004,9.09567836710589e-08,0.332571012868408,414.608952275099,,,,,
1.7597,884.036742206631,0.197028419543424,319.485282995616,,,,,
1.0992,1.34412191195582e-11,0.331026903577565,413.646675031329,,,,,
1.23655,2.88131423794512e-11,0.332623583141435,414.677373136883,,,,,
1.12175,1.55699639942368e-11,0.331534407369457,413.983946194098,,,,,
1.47415,6.86673181551303e-11,0.332636357059109,414.738999716709,,,,,
1.5128,0.000101688451047447,0.235443583498273,290.209151456688,,,,,
1.96745,1609.70411358489,0.285995986687639,385.621158905494,,,,,
1.6423,222.005108771207,0.118431603264834,244.48827998257,,,,,
1.39005,5.267234835153e-11,0.332573015646778,414.620125099632,,,,,
1.196,2.36798741820828e-11,0.332492976034692,414.609659856614,,,,,
1.70295,535.817579996327,0.160488079959766,285.525239163035,,,,,
1.48025,6.99068487463518e-11,0.332576313125786,414.621444106454,,,,,
1.26815,3.31549289385738e-11,0.332589190835978,414.645335831581,,,,,
1.3781,5.0566249282759e-11,0.332635621259245,414.674753697183,,,,,
1.49385,7.2708908738718e-11,0.332619738721487,414.730098340123,,,,,
1.95705,1592.65201811882,0.284398236235388,384.420068458666,,,,,
1.14065,1.74746567977202e-11,0.331880833446996,414.180877690292,,,,,
1.37485,5.00006549805557e-11,0.332673021173202,414.749518467821,,,,,
1.0268,7.68642465150788e-12,0.324298933634728,409.500411232068,,,,,
1.89755,1426.49636784566,0.27246698733369,376.788857988193,,,,,
1.05695,9.8795105973818e-12,0.32865413050484,412.202511864016,,,,,
1.2058,2.48752091477409e-11,0.332529500783256,414.637364080773,,,,,
1.30475,3.85548096734697e-11,0.332645152274003,414.735517430532,,,,,
1.8058,1069.4728805855,0.231802178961507,344.764365007066,,,,,
1.89365,1419.59870967274,0.26166004751923,368.615484551779,,,,,
1.03085,7.96376378820209e-12,0.324895394648282,409.707365561782,,,,,
1.0655,1.05549467777614e-11,0.329189674737708,412.624381723275,,,,,
1.7552,836.014839752625,0.19600749743669,313.740534546501,,,,,
1.85115,1329.61213529329,0.243223159626293,354.689645791592,,,,,
1.16255,1.98186280799947e-11,0.33211385424655,414.382693528525,,,,,
1.17735,2.14851063414873e-11,0.332367318186786,414.508918693132,,,,,
1.93205,1545.57078163367,0.27594817896268,373.533416352123,,,,,
1.5879,0.000804156091023501,0.0909882172897491,217.265263459691,,,,,
1.33135,4.27279236864794e-11,0.332562776905994,414.625149730147,,,,,
1.7733,929.512705254881,0.211262329901459,331.879689615301,,,,,
1.25,3.06246813507189e-11,0.332502591420989,414.576022222569,,,,,
1.3858,5.19186476555007e-11,0.33271815265816,414.75069006231,,,,,
1.38595,5.19451480418738e-11,0.332720969595005,414.748602652514,,,,,
1.39,5.26634531709739e-11,0.332573218953714,414.620535570826,,,,,
1.5052,7.67446758931662e-06,0.310591897031982,361.80078490347,,,,,
1.91695,1471.09575109523,0.278735940751849,381.320960515202,,,,,
1.05605,9.80991068379361e-12,0.328424284087893,412.126487845495,,,,,
1.1328,1.66702965557155e-11,0.33172911819886,414.151669970655,,,,,
1.1739,2.10906572215649e-11,0.332240668294762,414.497883933512,,,,,
1.43365,6.07091250914516e-11,0.332607237122628,414.721535159526,,,,,
1.8563,1340.84121928873,0.256530918570479,365.666255424901,,,,,
1.82635,1218.85040815533,0.243411196218776,353.64768184683,,,,,
1.35165,4.60528460877667e-11,0.332567380996492,414.636869074086,,,,,
1.57335,0.000738121400064625,0.0802036067381522,204.469997328325,,,,,
1.99935,1652.13485304132,0.290047130703174,389.21427167386,,,,,
1.1763,2.13647408602295e-11,0.332384193737516,414.535582560004,,,,,
1.09175,1.27725338579079e-11,0.330655715147194,413.42550177887,,,,,
1.41725,5.762138562922e-11,0.332690811071128,414.711521709615,,,,,
1.8232,1210.99909537953,0.242599254086874,355.096201460588,,,,,
1.48355,7.05818835220605e-11,0.332604708199352,414.719175283578,,,,,
1.0521,9.50700099742372e-12,0.32782748056511,411.642449216569,,,,,
1.46585,6.69979899903305e-11,0.332723797085862,414.752158344711,,,,,
1.7851,964.878164807503,0.218008723986187,334.485430244308,,,,,
1.0491,9.2802665663383e-12,0.327829137993585,411.600593492907,,,,,
1.47725,6.92959031685133e-11,0.332691514963164,414.711869518098,,,,,
1.2202,2.66838874337092e-11,0.332439040915392,414.53474294741,,,,,
1.92325,1499.75289937743,0.269251771091487,372.603304525761,,,,,
1.9427,1565.87624192566,0.276852290891696,374.746508051702,,,,,
1.59,0.000813747338763571,0.0908148280327875,214.697434578288,,,,,
1.95815,1593.60509595619,0.285868184448792,386.38090596772,,,,,
1.01885,7.15806868849545e-12,0.322716538137326,408.312579040625,,,,,
